Vision_Conf,ESP32_Class,Audio_db,PIR_Trig,Thermal_Delta,Smoke_PPM,Label
95,1,88,1,30.266554725141663,0,1
46,2,57,1,0.9014681568012971,351,0
94,2,90,1,6.886405681196236,259,2
89,2,80,1,3.844451097704206,211,2
91,1,66,1,25.632117955707045,825,1
94,2,88,1,7.172573686668142,245,2
95,2,76,1,5.193435423096002,299,2
60,3,57,1,0.02721721395817489,308,0
84,1,83,1,28.59761514363027,1550,1
98,1,81,1,55.21871356061031,1481,1
89,1,85,1,44.728722532650444,1997,1
96,2,97,1,9.64491174371932,284,2
92,1,67,1,32.78269247890009,0,1
92,1,80,1,28.585122930352114,1525,1
43,3,33,1,1.2213194673768828,301,0
96,1,82,1,41.26288610746925,825,1
94,1,77,1,47.042265296087706,0,1
88,2,91,1,9.530474037987705,287,2
90,2,78,1,4.000131729375882,207,2
87,2,82,1,6.849049248550787,223,2
90,1,78,1,31.735308344963038,0,1
90,1,64,1,34.11834013809426,1701,1
58,3,47,1,2.6780151332309243,246,0
87,1,87,1,54.10231127606214,1412,1
34,3,53,1,2.3512795274523217,261,0
90,2,96,1,5.319465531154219,317,2
42,3,38,1,1.4777072122598929,371,0
94,1,76,1,35.66520562161424,1763,1
94,1,61,1,42.59480777476269,0,1
30,3,50,1,0.4228788825653078,221,0
75,3,38,1,2.9670850750505218,382,0
52,3,49,1,0.8354121867826569,256,0
91,1,83,1,43.55678480630717,0,1
42,2,50,1,0.6127402767365024,259,0
48,3,57,1,2.014274008591843,288,0
95,2,89,1,6.414958380346845,369,2
87,2,87,1,9.343002783360365,313,2
94,1,75,1,57.472898481323675,1291,1
90,1,76,1,49.86376276993353,0,1
97,2,93,1,7.880145844965863,340,2
91,1,77,1,42.4005154513448,0,1
83,1,80,1,22.75832065425685,1675,1
90,1,75,1,25.866756668162083,0,1
67,2,33,1,2.2256889808761455,396,0
91,1,82,1,36.63014030709296,0,1
98,2,87,1,4.075837299909432,236,2
47,3,34,1,0.12627956890908565,392,0
40,2,33,1,0.9619265764785428,202,0
97,2,82,1,4.302951284273435,346,2
95,1,67,1,45.30976810465377,0,1
91,1,67,1,33.871520768653696,0,1
55,3,50,1,2.9745983274821595,264,0
97,2,93,1,4.6620342786236435,398,2
95,1,61,1,22.67894448101086,1333,1
91,2,88,1,3.8915863141351674,245,2
92,1,76,1,20.464821596324025,1073,1
98,1,70,1,47.045015903531606,1372,1
91,2,99,1,7.143221171748991,235,2
85,1,80,1,32.157700490201094,1183,1
65,2,45,1,2.2627447790462423,253,0
84,1,75,1,50.06987969583362,1606,1
98,1,67,1,41.324323047698485,0,1
96,2,90,1,4.138318575414239,245,2
97,1,87,1,43.99871433044264,1394,1
47,2,42,1,1.2473925020623504,329,0
85,1,83,1,48.9992467969621,1358,1
98,1,86,1,36.85637552442384,0,1
65,3,37,1,1.0600566840781585,377,0
99,1,62,1,55.95151558949391,1125,1
96,2,82,1,8.936294627210387,399,2
82,1,75,1,24.058861714641285,898,1
98,1,68,1,48.995662951898225,0,1
39,3,33,1,1.8743515883682074,251,0
94,1,70,1,31.973451901836917,0,1
98,2,93,1,5.638399153154603,263,2
90,1,75,1,34.27045630495666,0,1
55,3,31,1,0.3862451948989317,244,0
96,2,75,1,6.205502961038196,239,2
40,3,37,1,0.6591203711742012,255,0
84,1,67,1,34.5837491279016,1632,1
86,1,82,1,30.58063215955353,1693,1
99,1,87,1,31.396320861238433,1140,1
69,3,46,1,0.2130229935997664,321,0
96,1,67,1,43.941263027374625,1287,1
78,3,30,1,0.27930830341769763,339,0
93,2,97,1,6.049083203690531,274,2
95,2,85,1,8.92821057100267,211,2
83,1,74,1,47.02320367801039,959,1
82,1,79,1,31.18814153885917,1110,1
85,2,92,1,9.947096025623452,292,2
85,2,94,1,6.955597187169294,285,2
94,1,86,1,49.11301180675521,0,1
96,1,83,1,42.301841175609226,0,1
76,2,43,1,2.248848696025762,217,0
87,1,74,1,35.96010815480521,1768,1
92,1,81,1,26.410289475677505,0,1
98,1,80,1,42.00351929400751,0,1
80,1,71,1,20.998866484681983,1921,1
98,1,66,1,30.511150106135474,0,1
91,2,84,1,5.2161073193605585,229,2
36,3,45,1,0.18687539439018808,203,0
84,3,47,1,2.4152709554869882,218,0
82,1,70,1,59.817500647652395,1460,1
71,3,40,1,0.6858754845747705,238,0
93,2,94,1,5.535648091566019,249,2
82,3,56,1,1.222752625721451,378,0
96,1,85,1,51.18337894267013,853,1
66,3,46,1,1.3055411977660705,391,0
89,1,78,1,56.17439099975429,1828,1
97,1,69,1,56.589244598260144,1017,1
94,1,62,1,30.658787358537147,0,1
96,1,81,1,34.328065460559586,0,1
98,1,82,1,28.20114597394431,0,1
88,1,71,1,36.35811777657079,1881,1
95,1,77,1,44.69754970730662,0,1
53,2,45,1,1.9345836684449398,366,0
90,1,69,1,30.27535390582859,1900,1
84,1,80,1,57.79062919529712,882,1
95,1,60,1,28.050762358046217,0,1
87,2,87,1,3.4066436645624485,317,2
41,2,48,1,1.9089978545576862,221,0
92,1,65,1,42.62752688564023,871,1
97,2,88,1,3.8235431993149103,350,2
96,1,67,1,29.069647376277782,942,1
86,1,79,1,49.50329206355566,802,1
92,2,99,1,8.22345080237287,328,2
78,2,46,1,0.1999561216820699,287,0
81,2,31,1,2.041438387573122,259,0
85,2,99,1,4.16929335530665,227,2
88,2,83,1,3.6444689025773283,307,2
89,3,41,1,1.8686714274570009,395,0
94,1,79,1,33.396646428745875,0,1
99,1,73,1,41.11863121442046,0,1
98,1,61,1,46.0503915376686,0,1
94,1,60,1,32.72086060018352,0,1
96,1,82,1,31.093237063108546,0,1
57,2,44,1,1.7940273519862489,339,0
30,2,51,1,2.6003110635180007,368,0
89,1,66,1,21.480305388619705,1982,1
90,1,74,1,34.59728053433028,0,1
85,2,84,1,5.403706915243509,239,2
90,2,80,1,4.81869246121524,337,2
91,1,87,1,45.01874428715303,0,1
89,1,81,1,33.83532227811827,1273,1
94,1,60,1,31.960985206260865,0,1
48,3,42,1,0.44235758011885185,382,0
91,1,80,1,33.60959330110583,0,1
47,3,52,1,0.4758724335791339,233,0
98,1,78,1,28.184660400008482,0,1
56,2,31,1,2.1664297063677176,372,0
97,2,84,1,7.8464801430809,239,2
95,2,85,1,8.81957394355379,248,2
51,3,59,1,2.784952598545731,371,0
94,1,88,1,34.818268581785404,0,1
31,3,32,1,1.026322862590782,283,0
97,1,69,1,26.870530129874325,0,1
77,2,59,1,1.4712255575565396,396,0
97,2,87,1,7.2481413910385095,325,2
85,2,93,1,9.69404317059353,206,2
90,1,80,1,45.26574060331566,1370,1
82,1,68,1,39.93768795716229,910,1
95,2,88,1,5.001303736398417,258,2
98,1,84,1,37.69195049523641,1369,1
85,2,79,1,9.484106149593444,240,2
87,2,97,1,3.007784659373312,322,2
89,3,47,1,1.1562495076197483,289,0
92,1,62,1,46.97215225636194,933,1
92,1,82,1,53.31718862296912,1293,1
90,1,70,1,40.942206172398386,0,1
95,1,65,1,24.739694350736023,1458,1
93,1,77,1,41.23305811442204,0,1
93,1,77,1,31.04829200788824,0,1
63,2,34,1,1.5907953979047005,382,0
98,1,66,1,38.17560240529655,0,1
99,1,82,1,47.40228249808733,0,1
73,2,50,1,0.2815718544700686,388,0
95,1,87,1,28.62991282211651,0,1
99,1,65,1,32.00093323876224,0,1
98,2,94,1,3.3687868518406,261,2
83,3,46,1,0.03309484278739738,320,0
87,2,75,1,3.095703753788981,254,2
94,1,64,1,41.19525044354105,1383,1
98,1,73,1,46.12155818724082,0,1
92,1,81,1,27.188716600694516,0,1
83,1,78,1,26.609682017704127,1282,1
61,3,47,1,0.7485092390482253,321,0
87,2,84,1,6.617529573897107,234,2
38,3,53,1,2.5083531096217464,285,0
82,1,80,1,54.53334598287301,1615,1
85,1,87,1,26.344204211722946,1356,1
57,3,33,1,1.1535339829344378,372,0
77,2,51,1,1.2861060629593009,320,0
90,1,60,1,23.311946717005057,1593,1
98,1,76,1,28.35038071126602,0,1
98,2,93,1,7.368710809272863,296,2
35,3,48,1,2.3314407477823105,381,0
95,1,69,1,39.192508195499784,0,1
99,1,78,1,26.021715406661972,0,1
49,2,56,1,1.2468116877220066,392,0
95,1,89,1,25.55165371705727,0,1
88,2,45,1,1.7218495982070312,217,0
98,1,79,1,29.475790936039594,0,1
83,3,55,1,2.3807119636164047,302,0
85,1,88,1,20.70751238453029,1953,1
93,2,89,1,6.2597777923359565,384,2
92,1,76,1,40.91226627622885,0,1
35,2,47,1,2.913452722104857,216,0
30,3,42,1,2.4777531219480915,348,0
52,2,44,1,1.732458812718377,344,0
96,2,77,1,4.149860585516951,204,2
92,2,88,1,8.115746754865109,257,2
80,1,83,1,21.23723525574264,1692,1
85,1,75,1,55.37420601823014,1246,1
80,3,39,1,0.4178162179901618,214,0
98,1,86,1,40.29647754871235,1864,1
64,2,47,1,2.398247636906938,371,0
90,2,78,1,3.004573735329097,326,2
85,2,95,1,6.1538089471706545,309,2
95,2,97,1,6.121318944637238,373,2
86,1,88,1,54.46763615149381,1562,1
91,1,89,1,28.493564427131048,1755,1
93,1,85,1,33.621793419195875,1438,1
97,1,89,1,42.9582793843001,0,1
88,1,81,1,23.445285562547213,1984,1
91,1,74,1,50.37404103010452,822,1
99,1,71,1,56.36701056214343,886,1
90,1,89,1,45.83292678682531,0,1
92,1,71,1,33.2166136342479,0,1
90,1,86,1,26.400997458527762,1061,1
85,1,67,1,42.3506377849759,984,1
60,3,34,1,0.24184621550880525,247,0
90,1,61,1,41.81268156684123,0,1
55,3,33,1,0.37398804360980054,256,0
34,3,34,1,2.121715902940196,305,0
95,2,81,1,6.2632711378928985,352,2
82,1,71,1,33.40832189483491,1785,1
97,2,91,1,4.938143537030426,200,2
36,3,47,1,2.2112896512961537,269,0
88,2,87,1,9.025114082794405,302,2
84,3,43,1,1.977136230396697,206,0
84,1,89,1,29.943210308597685,1204,1
92,1,74,1,43.746269110911655,0,1
94,1,63,1,57.37744107222057,1269,1
93,1,65,1,47.38504777059865,1804,1
96,1,84,1,47.88135854172766,0,1
94,2,81,1,5.254554159082248,285,2
94,2,76,1,6.333474877523099,202,2
85,2,98,1,9.37329894882291,229,2
48,3,44,1,0.24985323358577893,268,0
87,2,80,1,8.23762981932327,260,2
95,1,68,1,25.990470633708927,0,1
95,1,77,1,49.529445919057366,0,1
98,2,83,1,3.7375544557559954,339,2
89,1,66,1,49.43618452784009,1908,1
94,1,63,1,28.336999310398596,0,1
85,2,77,1,9.084817372557367,360,2
94,1,88,1,33.8447289684109,0,1
93,1,62,1,48.81993819003236,0,1
99,1,61,1,33.063769105965015,0,1
89,2,78,1,3.6757412913680856,229,2
87,2,81,1,8.486898737373718,250,2
98,1,69,1,47.44911617119472,0,1
87,2,93,1,9.837602299574616,277,2
88,1,66,1,24.445485893280498,1381,1
67,3,40,1,2.0849456583796275,232,0
75,2,59,1,0.7728216610011656,376,0
94,1,65,1,44.73580485487978,0,1
75,3,37,1,2.7735674061956996,310,0
96,1,71,1,45.42434768179592,0,1
94,1,89,1,34.709346032204394,1957,1
35,2,51,1,0.6756711068054693,307,0
94,2,90,1,9.968982303434814,245,2
87,2,80,1,9.578824865294326,334,2
93,1,83,1,48.82064245565859,1465,1
90,1,81,1,28.80388856324388,1872,1
86,2,91,1,9.72094923083813,279,2
48,2,43,1,1.0106873753133205,335,0
90,1,69,1,38.493315468998574,0,1
40,2,43,1,0.4956118180135505,367,0
94,1,63,1,45.975152809464895,1420,1
78,2,41,1,1.6257028421350745,282,0
86,1,72,1,35.67437492752104,1104,1
95,1,81,1,31.447570676123497,0,1
38,3,55,1,0.041047244282043316,295,0
77,2,43,1,0.6212274276325657,267,0
88,2,80,1,6.785556284898811,259,2
76,3,48,1,0.6670839142445109,227,0
86,2,52,1,0.9450315215502738,371,0
90,1,78,1,48.274293753904686,1218,1
41,2,50,1,0.7483746128796969,374,0
78,3,31,1,2.763922536638926,225,0
92,1,87,1,30.15465411296066,0,1
98,1,82,1,37.18693453420592,1327,1
91,2,79,1,5.287197794210286,376,2
94,2,90,1,4.110525133497437,285,2
97,1,71,1,26.058556969309596,0,1
35,2,40,1,1.7544834339173727,367,0
99,2,78,1,4.273496913466898,356,2
94,1,77,1,47.10183220735104,1612,1
92,1,71,1,41.5608502925267,0,1
89,1,86,1,46.660879067721396,1724,1
91,1,83,1,34.48757258436797,0,1
82,3,43,1,1.0058371502348873,252,0
90,1,72,1,49.602757975912446,0,1
99,1,73,1,35.82040005523673,0,1
98,2,78,1,7.185299851677596,247,2
90,2,85,1,7.191917800556073,203,2
92,1,71,1,46.98431411664865,1401,1
37,2,45,1,0.9592295862230847,208,0
57,3,41,1,1.2495298436110986,389,0
97,2,89,1,3.2440561216367745,267,2
83,1,78,1,48.44598129752072,946,1
96,2,78,1,8.376897248666175,205,2
93,2,92,1,4.125656359922491,281,2
88,2,84,1,5.992405178631875,259,2
94,1,72,1,23.75106105028066,1881,1
90,1,66,1,46.80339250056191,0,1
93,1,83,1,41.92920855957455,0,1
88,2,98,1,6.516018432237711,335,2
59,2,52,1,2.268489986685738,344,0
99,1,73,1,31.047222088853648,0,1
31,3,44,1,2.1429799072049924,322,0
86,2,87,1,7.7920008351588335,283,2
31,2,41,1,1.343349493719275,397,0
95,2,76,1,3.497244223308015,307,2
96,2,79,1,9.940327346015337,313,2
95,2,95,1,5.879376265494007,257,2
90,2,83,1,9.55348572370583,302,2
83,2,48,1,1.5380655330495259,273,0
95,2,97,1,6.083089452186968,241,2
98,1,86,1,43.97513206304828,0,1
94,2,77,1,6.990428190625555,223,2
61,3,58,1,2.1243655047018764,281,0
91,1,84,1,27.320617769389088,960,1
86,2,88,1,9.530566469699682,336,2
87,2,91,1,3.255847674936664,229,2
97,1,62,1,28.613775255302105,1984,1
92,2,92,1,9.100757643066634,391,2
89,2,98,1,3.645175709307026,301,2
71,3,59,1,2.144698602273941,217,0
77,2,51,1,0.8929055235279326,218,0
46,2,48,1,1.5387072484415927,307,0
96,1,67,1,47.360109716212676,0,1
97,1,80,1,34.71693224223705,0,1
32,2,40,1,0.07257529167406573,317,0
92,2,78,1,9.788747315549813,246,2
93,1,78,1,29.987673183457993,0,1
93,2,88,1,3.241228815975,269,2
92,1,79,1,24.072147317981475,1114,1
94,1,62,1,44.07888228147223,0,1
97,1,67,1,38.077944051961566,1415,1
95,1,74,1,31.442072212780342,0,1
94,2,86,1,4.054812409005836,397,2
84,1,64,1,33.00760256898779,1259,1
93,1,72,1,24.54162569305147,1126,1
97,1,81,1,41.817574855222446,0,1
97,1,81,1,30.90291332793511,0,1
92,1,77,1,45.26240880370082,1710,1
98,1,80,1,31.35804952945792,0,1
92,1,73,1,25.317872249672337,0,1
93,1,74,1,34.85913309545876,0,1
88,2,98,1,7.934097070303672,282,2
96,1,72,1,41.66819249640016,1620,1
95,2,82,1,5.074503294593018,388,2
74,2,57,1,0.6771831715173823,271,0
33,3,34,1,0.4232455463331407,341,0
82,1,85,1,52.63787755874469,838,1
83,1,89,1,23.20747027248453,1889,1
89,2,90,1,8.819614600699968,394,2
85,2,90,1,7.08489877127373,386,2
97,2,95,1,8.859552934921206,210,2
90,1,76,1,25.49489145868136,0,1
95,2,99,1,9.561716465479833,228,2
44,3,43,1,0.5879485872574356,389,0
89,1,76,1,30.329775531958333,1783,1
88,2,96,1,4.594248152722467,263,2
98,2,98,1,3.931818500112348,202,2
45,2,34,1,1.9855037553419945,303,0
90,1,82,1,23.981860512351005,1105,1
94,2,82,1,9.599070233658786,332,2
99,1,61,1,36.58735109501431,0,1
30,2,34,1,0.01699744358870181,335,0
92,1,85,1,29.12061688366905,0,1
84,2,51,1,0.9644871037436459,252,0
98,2,99,1,4.533822356289569,300,2
88,1,66,1,38.0517645211702,1138,1
99,1,88,1,54.90620288704222,1421,1
95,2,87,1,8.756753931719405,306,2
96,1,62,1,36.74329142125956,1655,1
45,3,45,1,1.9272578346189468,327,0
99,1,89,1,35.44416955418335,0,1
97,2,97,1,6.012991872246931,275,2
94,1,86,1,36.73213068314476,0,1
82,3,45,1,2.4353093642704127,323,0
64,2,50,1,2.027523735262128,241,0
90,1,68,1,49.945809365048,1790,1
93,1,73,1,53.592814088139534,1473,1
96,2,80,1,4.6096822412376035,388,2
88,1,62,1,28.02211911381066,1264,1
43,3,36,1,0.15388154694364675,323,0
86,1,69,1,37.28963135570049,1793,1
83,1,89,1,48.64602696892774,1388,1
80,1,67,1,48.07867509030814,1199,1
84,1,67,1,30.01871595169996,1174,1
90,1,79,1,27.997277336817803,0,1
99,1,77,1,45.63888309381328,1592,1
99,2,97,1,9.186501194743979,298,2
91,1,77,1,34.80610112749331,0,1
68,3,55,1,1.324591504120131,274,0
84,3,44,1,0.21384081016549172,342,0
68,3,43,1,2.0795818224680427,342,0
83,2,52,1,2.066655906150272,238,0
94,1,89,1,38.966059911260636,0,1
96,1,63,1,51.628926593558546,1720,1
74,2,53,1,0.3161026018584179,216,0
92,1,82,1,35.97263663237233,1927,1
96,1,60,1,32.923050128906944,0,1
83,2,44,1,0.34857286957633793,346,0
99,1,88,1,33.42507941078216,0,1
91,1,74,1,20.607075291473077,890,1
76,3,30,1,0.6432194489794937,268,0
30,2,37,1,2.716051925868191,243,0
95,1,62,1,38.88579264006569,0,1
98,1,63,1,48.175863619907666,0,1
86,1,87,1,51.09821868729542,1722,1
91,2,75,1,3.792666320885287,348,2
94,2,88,1,5.02041387268179,236,2
85,2,77,1,8.169541149573632,396,2
92,1,81,1,31.566891064966292,0,1
96,1,66,1,49.41402558307261,0,1
98,1,72,1,35.704598496679324,0,1
94,2,77,1,4.332274039733475,329,2
93,1,66,1,30.72236512116534,0,1
82,1,75,1,36.272192038068944,986,1
92,1,60,1,38.91803961958415,0,1
78,2,58,1,0.016517397481262464,245,0
94,1,62,1,25.393572824891926,0,1
79,3,44,1,2.97016155031279,393,0
95,2,89,1,4.777824122004173,232,2
90,1,82,1,26.135082036717314,0,1
97,1,88,1,36.6023789863376,0,1
97,1,81,1,42.1425135733411,0,1
89,2,83,1,4.439058658629462,256,2
97,1,87,1,42.041737060040504,0,1
77,3,39,1,0.7014384992791923,210,0
34,2,51,1,1.21597608194086,325,0
95,1,73,1,26.58513713034675,1023,1
94,1,67,1,47.00197718903645,0,1
90,2,88,1,3.584248594925683,231,2
94,1,79,1,43.43770898647517,0,1
90,1,86,1,48.46324458682826,0,1
92,1,80,1,43.278933611372935,0,1
93,1,65,1,41.72470636785572,0,1
31,3,52,1,1.1783813274280301,305,0
97,1,77,1,28.9488705708837,0,1
97,1,66,1,46.356957676406054,1632,1
87,1,88,1,37.456783949183716,876,1
42,3,40,1,1.738949803415215,314,0
91,2,84,1,8.665528088349596,298,2
87,1,72,1,28.596505481455836,1533,1
47,2,51,1,0.3472128200361161,238,0
50,3,58,1,0.21147583692943395,291,0
95,1,78,1,39.53263543066956,0,1
93,1,66,1,48.90117859029833,0,1
49,3,58,1,1.9200089005107412,234,0
33,2,46,1,2.0283150774430556,321,0
91,1,74,1,28.574792051320898,0,1
96,1,87,1,40.5483142086122,857,1
94,2,77,1,4.540779281333272,381,2
87,1,81,1,42.491872635116394,1252,1
92,2,85,1,7.075391226158797,256,2
90,1,71,1,26.683765036719294,0,1
98,1,68,1,46.74407941704277,0,1
64,2,57,1,0.7634439948547808,381,0
93,2,97,1,4.77721994830313,386,2
93,2,89,1,4.810981495088087,292,2
92,1,78,1,30.01627543509403,0,1
91,2,94,1,6.924620660913197,223,2
91,2,88,1,6.1414516279623035,233,2
89,1,77,1,48.56210893512507,838,1
42,3,31,1,0.39518632036368573,379,0
34,3,53,1,2.9323563539711035,266,0
96,1,72,1,22.540473183600053,904,1
93,1,77,1,31.94381559373153,0,1
99,2,94,1,6.825209792096871,229,2
41,3,55,1,2.722140494138541,323,0
87,2,85,1,7.190846816233682,341,2
91,2,85,1,9.263716592423695,331,2
71,3,39,1,1.2449136462002346,210,0
95,2,82,1,6.043791370226224,238,2
98,1,63,1,44.95737947416938,0,1
97,2,92,1,6.280624493958884,257,2
95,1,70,1,32.52647979269129,1789,1
48,2,31,1,0.5435155525500602,303,0
99,2,85,1,9.431142974244642,378,2
60,3,39,1,2.3993432862720647,358,0
92,1,75,1,30.046045884093953,0,1
99,1,82,1,57.240398835411995,1662,1
87,2,78,1,5.892207620454037,257,2
49,3,37,1,0.35257874033131464,304,0
91,1,82,1,50.60775335017568,1069,1
57,3,44,1,1.851317833285969,285,0
83,3,54,1,1.9805921301531937,316,0
82,1,67,1,30.824799787743867,921,1
49,3,50,1,2.5696116712437806,262,0
94,1,71,1,35.72485068437546,0,1
54,2,30,1,0.08809247730717695,347,0
85,1,67,1,32.60957738597803,1746,1
85,2,79,1,8.128893354131963,277,2
93,1,80,1,27.152908368853154,1958,1
91,1,64,1,27.585852871512085,0,1
97,1,62,1,41.318311462053416,1180,1
93,1,89,1,25.485939526109725,1285,1
90,1,82,1,41.81505295562816,0,1
95,2,86,1,3.7154886495763972,267,2
80,1,63,1,47.11252801240177,1996,1
99,1,75,1,26.169646124294214,0,1
96,1,86,1,31.2181038607572,0,1
83,1,85,1,40.76129120518195,1029,1
79,2,56,1,1.0420299787765281,326,0
84,1,65,1,36.50487363394495,1670,1
96,2,87,1,3.3498532006177513,360,2
94,1,68,1,31.498746571356566,0,1
88,2,75,1,3.29374851410544,377,2
94,1,73,1,26.12751693050808,0,1
86,2,78,1,7.7107663567610265,318,2
99,1,69,1,45.03439662856945,1241,1
94,1,62,1,47.210091807717035,0,1
95,2,89,1,4.000726143205265,209,2
95,2,95,1,6.078989477996844,379,2
93,1,67,1,32.52652807319109,1595,1
86,1,63,1,21.79113802018673,1632,1
94,2,77,1,3.97991163705234,367,2
96,1,67,1,47.34974275019676,0,1
90,1,75,1,25.955522013297788,1814,1
97,1,67,1,52.42743711945065,1353,1
93,1,86,1,34.237048350784505,0,1
97,2,88,1,5.079020135184176,267,2
97,1,80,1,43.97589613847124,0,1
94,1,84,1,20.049273406657036,1254,1
86,1,89,1,24.402076981107072,1432,1
89,2,97,1,4.059598198842925,230,2
94,1,79,1,59.88729415611802,1434,1
32,2,41,1,0.09757853847375575,259,0
98,1,81,1,45.72910551766286,0,1
94,1,62,1,45.497196059928264,1455,1
89,1,67,1,50.79778801006716,1872,1
94,1,89,1,49.71304119988616,0,1
57,3,56,1,2.8399138625988214,367,0
80,1,62,1,23.80212182130771,839,1
87,2,93,1,4.006700452203696,398,2
86,2,89,1,9.457039985592871,313,2
91,1,69,1,29.187064556476745,0,1
86,2,99,1,9.757119065412798,228,2
67,2,53,1,0.46477593343032797,221,0
94,2,90,1,8.648390839355457,299,2
50,2,59,1,1.3816184918224201,335,0
95,1,84,1,59.007199039020335,1180,1
86,2,75,1,8.866807027536773,370,2
88,3,41,1,2.449157205639187,332,0
92,1,73,1,36.05916332756047,0,1
63,3,47,1,1.8064369321574432,387,0
99,1,75,1,39.66559795709156,0,1
97,1,69,1,34.80233942261432,0,1
82,1,68,1,32.93486248462083,1893,1
92,1,64,1,49.11191634752029,0,1
92,1,79,1,33.14897263004712,0,1
87,3,56,1,1.407321633142736,301,0
87,2,91,1,5.1564255429667245,375,2
87,2,90,1,8.489443220556868,362,2
90,1,86,1,43.71083763480739,1176,1
95,1,68,1,29.92314261133571,0,1
98,1,65,1,23.70001751755855,970,1
72,3,51,1,0.7794844138208984,221,0
98,2,80,1,4.468893963994866,299,2
90,2,79,1,9.535842766319123,380,2
94,2,93,1,4.6907578919117725,337,2
85,2,95,1,6.960470883886974,350,2
66,2,30,1,0.7585743547503335,390,0
82,2,46,1,1.8340098066499406,370,0
86,2,80,1,9.39965561166029,353,2
97,1,71,1,33.873116521925255,0,1
88,2,85,1,9.713523561948193,303,2
95,1,69,1,44.61013683031993,0,1
80,1,82,1,47.20911116833413,1644,1
71,3,35,1,2.9310208633168306,344,0
89,2,83,1,8.478872285209045,314,2
83,3,54,1,1.4951033182184392,397,0
96,1,86,1,38.06832073454985,0,1
73,3,55,1,1.761185123103453,399,0
43,2,43,1,2.694784881878118,324,0
98,1,80,1,22.245444136648402,1346,1
96,1,68,1,32.381104651453114,1260,1
78,3,58,1,0.2043270741705676,393,0
85,1,74,1,39.54572761618663,1746,1
38,2,50,1,0.06868147492836074,290,0
85,1,64,1,56.221553517156046,1163,1
99,2,90,1,5.878340625962101,312,2
86,2,79,1,3.847175003396351,355,2
66,3,59,1,1.9622273861159942,206,0
43,2,45,1,0.6508687375916385,267,0
88,2,84,1,7.051647281583584,261,2
89,1,86,1,57.30178357409804,1409,1
81,1,87,1,30.746899281012293,953,1
57,2,59,1,2.562782366992007,330,0
91,1,87,1,43.07035758021209,0,1
30,2,59,1,1.5628739318161267,397,0
93,1,63,1,33.988129189833984,1198,1
95,1,88,1,42.939944141454404,0,1
58,2,46,1,1.9063309369785677,347,0
99,2,85,1,3.3082826557192506,362,2
89,2,91,1,4.5295688404789125,305,2
57,2,38,1,1.8698943804826738,361,0
99,1,77,1,43.5706243726579,0,1
69,2,59,1,1.777223353978553,385,0
91,1,76,1,54.73090021633522,958,1
86,1,71,1,24.654339406579837,818,1
80,1,88,1,40.00451008306508,940,1
94,1,86,1,32.92811728083021,1936,1
94,2,75,1,9.511196758068973,319,2
37,2,32,1,0.553563058069132,246,0
94,2,95,1,8.638026305099904,226,2
91,2,98,1,9.913617146388763,207,2
91,1,86,1,57.23794782027911,1613,1
32,3,55,1,1.5379642594351588,237,0
93,2,88,1,3.9974688003105925,279,2
83,1,69,1,36.93883769232474,1719,1
80,1,63,1,48.00137091088418,1502,1
92,1,71,1,47.05646390237119,0,1
90,2,92,1,8.914099434286603,274,2
94,1,73,1,40.39963625650448,0,1
94,1,74,1,42.32560998375452,1756,1
98,1,72,1,40.1252989020616,1461,1
99,1,82,1,49.15756800420629,1005,1
98,2,92,1,6.3595718430198644,294,2
87,2,92,1,8.829812637517897,282,2
92,2,95,1,4.092130483097056,274,2
33,2,58,1,1.930095539735353,337,0
91,1,79,1,31.08694921012168,0,1
90,1,66,1,59.49344634318184,853,1
91,1,75,1,33.33656483990026,0,1
96,2,97,1,4.064173971900537,204,2
92,2,76,1,6.209019968920066,340,2
98,1,87,1,43.2897380438833,0,1
84,1,84,1,30.112544243568024,1005,1
86,2,91,1,7.864176615731714,211,2
95,2,99,1,4.602128237384493,286,2
90,1,75,1,37.91740643566416,0,1
85,1,71,1,26.255272176137918,1395,1
42,2,51,1,2.4575665782803706,336,0
94,2,99,1,7.212647137618131,324,2
94,1,81,1,28.274343574854353,0,1
92,2,95,1,3.180683348646409,224,2
88,1,68,1,33.968382984506434,1615,1
94,1,73,1,44.50913757517204,0,1
95,1,68,1,31.271977497267507,0,1
94,2,79,1,5.114423512843565,351,2
95,2,90,1,3.568044249753674,247,2
89,1,62,1,29.142000871891987,943,1
97,1,74,1,38.04325116590533,0,1
92,1,76,1,44.90078782918981,941,1
55,3,41,1,0.6996492346494037,212,0
98,1,64,1,47.539575132176694,0,1
64,2,49,1,2.1210458828177723,204,0
92,1,61,1,30.892293060774758,874,1
96,2,98,1,8.508790944423664,237,2
86,1,87,1,22.309642074766952,1843,1
91,1,62,1,36.253084029548305,0,1
90,1,84,1,34.40935675201712,936,1
90,2,86,1,4.272063052597096,303,2
80,1,80,1,53.04270521010113,1537,1
56,3,41,1,1.717928559346754,219,0
87,2,76,1,5.831980594828122,214,2
54,3,47,1,2.001637011582543,367,0
98,1,80,1,40.66793540905071,1081,1
77,3,52,1,1.8976215996789183,213,0
94,2,99,1,3.204730981241914,222,2
97,2,90,1,5.537918575913662,374,2
97,1,84,1,30.240621274146488,1627,1
87,2,85,1,9.590253661435677,266,2
95,2,91,1,6.918910186161806,303,2
90,1,89,1,46.38651460027518,0,1
